date,AveWindDir_deg,AveWindSp_ms_mean,AveWindDir_cove_mean,AveWindSp_ms_median,AveWindDir_cove_median,AveWindSp_ms_min,AveWindSp_ms_max,AveWindSp_ms_sd,AveWindDir_deg_1daylag,AveWindSp_ms_mean_1daylag,AveWindDir_cove_mean_1daylag,AveWindSp_ms_median_1daylag,AveWindDir_cove_median_1daylag,AveWindSp_ms_min_1daylag,AveWindSp_ms_max_1daylag,AveWindSp_ms_sd_1daylag,AveWindDir_deg_2daylag,AveWindSp_ms_mean_2daylag,AveWindDir_cove_mean_2daylag,AveWindSp_ms_median_2daylag,AveWindDir_cove_median_2daylag,AveWindSp_ms_min_2daylag,AveWindSp_ms_max_2daylag,AveWindSp_ms_sd_2daylag,AveWindDir_deg_3daylag,AveWindSp_ms_mean_3daylag,AveWindDir_cove_mean_3daylag,AveWindSp_ms_median_3daylag,AveWindDir_cove_median_3daylag,AveWindSp_ms_min_3daylag,AveWindSp_ms_max_3daylag,AveWindSp_ms_sd_3daylag,AveWindDir_deg_1weeklag,AveWindSp_ms_mean_1weeklag,AveWindDir_cove_mean_1weeklag,AveWindSp_ms_median_1weeklag,AveWindDir_cove_median_1weeklag,AveWindSp_ms_min_1weeklag,AveWindSp_ms_max_1weeklag,AveWindSp_ms_sd_1weeklag,windsp_cumsum_1day,windsp_cumsum_2day,windsp_cumsum_3day,windsp_cumsum_5day,windsp_cumsum_7day,windsp_cumsum_10day,windsp_cumsum_14day,windsp_cumsum_1day_in,windsp_cumsum_2day_in,windsp_cumsum_3day_in,windsp_cumsum_1day_out,windsp_cumsum_2day_out
2014-09-17,257.34027777777777,2.0728472222222223,0.9583333333333334,1.9641666666666668,1,0.9266666666666667,3.1716666666666664,0.6910582235946154,217.8086111111111,2.0881944444444445,0.6666666666666666,1.9425,1,0.8283333333333334,5.101666666666667,0.8956839500210338,210.1540347222222,1.7536111111111112,0.5833333333333334,1.5033333333333334,1,0.8383333333333334,3.5683333333333334,0.7341490303145236,307.36636111111113,4.307708333333333,1,4.189166666666667,1,1.6633333333333333,13.348333333333333,2.16501424237486,138.31458333333333,2.575833333333333,0.08333333333333333,2.5666666666666664,0,1.2133333333333334,3.7016666666666667,0.8097696040196883,49.748333333333335,99.865,141.95166666666665,360.3016666666667,591.1566666666666,794.475,1112.9366666666667,49.545,NA,NA,NA,NA
2014-09-25,208.04015972222223,1.521388888888889,0.6666666666666666,1.4025,1,0.9333333333333335,2.3716666666666666,0.4121689614927783,157.84534722222222,2.406458333333333,0.2916666666666667,2.498333333333333,0,0.42333333333333334,4.003333333333333,1.0464392479440365,258.67319444444445,3.4609027777777777,0.9583333333333334,3.6725,1,1.1983333333333335,5.443333333333333,1.2700024705334358,273.04375,5.910347222222222,1,6.063333333333333,1,2.46,8.905,1.9768658390726548,294.7690347222222,3.514375,1,3.5283333333333333,1,1.3166666666666669,5.306666666666667,0.9600887907433933,36.513333333333335,94.26833333333333,177.32999999999998,387.01166666666666,584.2983333333333,768.5083333333333,1139.7233333333334,NA,NA,NA,NA,NA
2014-10-03,141.5931111111111,2.826388888888889,0.20833333333333334,2.424166666666667,0,1.2750000000000001,4.793333333333334,1.2567202605212142,144.65965277777778,2.855625,0.25,2.9291666666666667,0,1.115,4.345,1.0332718322628494,71.68430555555555,2.7171527777777778,0,2.535,0,1.755,3.9583333333333335,0.6182536335148119,105.99104166666667,2.8372916666666663,0,2.9483333333333333,0,1.6483333333333334,3.663333333333333,0.4655122399372555,259.445625,2.8411805555555554,0.9166666666666666,2.881666666666667,1,1.0333333333333334,5.241666666666667,1.1858400148677366,67.83333333333333,136.36833333333334,201.57999999999998,347.4433333333333,457.00333333333333,619.46,1021.6433333333333,NA,NA,NA,NA,NA
2014-10-10,263.31597222222223,3.472986111111111,1,3.216666666666667,1,1.4733333333333334,5.885,1.530493824758793,248.30208333333334,5.357986111111111,1,5.144166666666667,1,2.915,9.008333333333333,1.924058209869908,221.93541666666667,5.848055555555556,0.7916666666666666,6.111666666666666,1,2.9883333333333333,7.993333333333334,1.2546968441390263,159.92569444444445,4.738402777777778,0.4166666666666667,4.7625,0,2.5166666666666666,6.0633333333333335,0.9717294308372231,141.5931111111111,2.826388888888889,0.20833333333333334,2.424166666666667,0,1.2750000000000001,4.793333333333334,1.2567202605212142,83.35166666666666,211.94333333333333,352.2966666666667,553.4933333333333,751.16,952.74,1208.1633333333334,83.35166666666666,211.94333333333333,NA,NA,NA
2015-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-05,104.34469444444444,0.7996527777777778,0.16666666666666666,0.7983333333333333,0,0.5083333333333334,1.1733333333333333,0.15182145244299358,92.51520000000001,1.0738,0.06666666666666667,1.0683333333333334,0,0.5783333333333334,1.5716666666666668,0.346488067546894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.191666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11,264.8723188405797,4.016637681159421,1,3.5916666666666663,1,0.4083333333333333,7.921666666666667,2.7704160171736953,227.5363888888889,0.8149305555555556,0.75,0.7883333333333333,1,0.3666666666666667,1.4233333333333333,0.34730865832359814,234.3895138888889,0.7072222222222222,0.875,0.7066666666666668,1,0.3616666666666667,1.165,0.19739344136123563,258.28680555555553,1.0595138888888889,1,1.0458333333333334,1,0.6766666666666666,1.4166666666666667,0.20656874676897988,92.51520000000001,1.0738,0.06666666666666667,1.0683333333333334,0,0.5783333333333334,1.5716666666666668,0.346488067546894,93.73266666666666,112.431,129.806,174.28433333333334,224.781,NA,NA,93.73266666666666,NA,NA,NA,NA
2015-06-19,290.0992361111111,3.605486111111111,1,3.341666666666667,1,1.4400000000000002,6.803333333333334,1.5494107091705644,203.2096527777778,3.0369444444444444,0.875,3.8425000000000002,1,0.795,4.748333333333333,1.4716859655919976,240.11673611111112,2.327663888888889,0.6666666666666666,1.74,1,0.8250000000000001,5.443333333333333,1.3189544652278962,167.38334722222223,1.9693263888888888,0.375,2.0225,0,0.71,3.64,0.8840917696687685,179.68895138888888,2.325572222222222,0.5,2.1425,0.5,1.0283333333333335,4.0554,0.7636223005771952,86.53166666666667,159.41833333333332,215.28226666666666,350.36726666666664,496.5722666666667,664.817,757.457,86.53166666666667,NA,NA,NA,NA
2015-06-25,291.55833333333334,2.787361111111111,1,2.4825,1,1.2,4.505,1.1604568603781493,292.68052083333333,4.0152777777777775,0.9583333333333334,4.3825,1,1.2633333333333334,6.725,1.8022978935965275,179.05629861111112,3.373263888888889,0.5416666666666666,3.1441666666666666,1,0.8783333333333334,5.9,1.5364911936631818,254.02852083333335,2.747215277777778,0.7916666666666666,2.175,1,0.9916666666666667,5.403333333333332,1.4101549752766551,203.2096527777778,3.0369444444444444,0.875,3.8425000000000002,1,0.795,4.748333333333333,1.4716859655919976,66.89666666666666,163.26333333333332,244.22166666666666,369.9765,532.3231666666667,708.3376,998.1775,66.89666666666666,NA,NA,NA,NA
2015-07-02,249.54083333333332,3.5993055555555555,0.9166666666666666,3.6900000000000004,1,1.0366666666666668,6.626666666666667,1.553768903652706,163.97607638888888,3.80125,0.4166666666666667,3.9366666666666665,0,1.6400000000000001,5.868333333333333,0.8840433638018701,189.11798611111112,1.9427083333333333,0.5,1.7891666666666666,0.5,0.5566666666666666,3.686666666666666,0.8569020446529665,251.44847222222222,2.7891416666666666,1,2.4000000000000004,1,1.3866666666666667,4.926666666666666,1.0587756991844754,291.55833333333334,2.787361111111111,1,2.4825,1,1.2,4.505,1.1604568603781493,86.38333333333333,177.61333333333334,224.23833333333334,428.0644,544.0957333333333,788.3174,1076.4189,96.12833333333333,NA,NA,NA,NA
2015-07-09,163.19368055555555,2.317013888888889,0.25,2.118333333333333,0,1.2316666666666667,3.6916666666666664,0.7621595587771807,289.17847222222224,3.791736111111111,1,3.644166666666667,1,1.4633333333333334,6.051666666666667,1.1716460487565465,170.3605625,3.1262499999999998,0.5,2.7733333333333334,0.5,1.2550000000000001,5.881666666666667,1.5563020745803158,193.2536111111111,1.6495833333333334,0.6666666666666666,1.7316666666666667,1,0.6483333333333334,2.7733333333333334,0.5969101701326,249.54083333333332,3.5993055555555555,0.9166666666666666,3.6900000000000004,1,1.0366666666666668,6.626666666666667,1.553768903652706,55.608333333333334,146.60999999999999,221.64,326.40166666666664,431.94666666666666,656.185,976.0423999999999,80.1,NA,NA,NA,NA
2015-07-16,279.49079861111113,3.1349305555555556,0.9166666666666666,2.6525,1,1.1483333333333334,5.7,1.520890636535424,290.87847222222223,3.7574305555555556,0.9166666666666666,3.4366666666666665,1,1.0916666666666668,6.881666666666666,1.8524601724787413,109.28527777777778,3.025208333333333,0,2.6083333333333334,0,1.4183333333333334,5.86,1.3032607111703296,141.51110416666666,2.8053805555555553,0.125,3.125,0,0.6783333333333335,4.796666666666667,1.4877786889963043,163.19368055555555,2.317013888888889,0.25,2.118333333333333,0,1.2316666666666667,3.6916666666666664,0.7621595587771807,75.23833333333333,165.41666666666666,238.02166666666668,364.3958,520.3824666666667,742.0224666666667,952.3291333333333,78.75333333333333,NA,NA,NA,NA
2015-07-23,281.13194444444446,3.547152777777778,1,3.3925,1,1.6216666666666666,6.301666666666667,0.959469393314307,291.51180555555555,3.64,1,3.6725000000000003,1,2.21,5.736666666666667,0.9294802713770891,239.12931944444443,2.7779166666666666,0.9583333333333334,2.359166666666667,1,1.0966666666666667,5.195,1.5009524552586135,258.3831944444444,2.5877777777777777,0.9583333333333334,1.7966666666666666,1,1.0450000000000002,5.35,1.3725587609770822,279.49079861111113,3.1349305555555556,0.9166666666666666,2.6525,1,1.1483333333333334,5.7,1.520890636535424,85.13166666666666,172.49166666666667,239.16166666666666,371.62666666666667,518.0616666666666,756.0833333333334,1038.4441333333334,85.13166666666666,172.49166666666667,NA,NA,NA
2015-07-30,237.1664375,3.175763888888889,1,3.2625,1,0.925,5.99,1.488187058002278,250.42093055555554,2.0120138888888888,0.9583333333333334,2.1608333333333336,1,1.0616666666666668,3.0833333333333335,0.6212860627596501,248.59398611111112,2.0480555555555555,0.9166666666666666,1.7733333333333334,1,0.9850000000000001,3.2066666666666666,0.7334365320447586,159.22229166666668,2.073541666666667,0.3333333333333333,1.8225,0,0.8083333333333333,6.02,1.1570574573205354,281.13194444444446,3.547152777777778,1,3.3925,1,1.6216666666666666,6.301666666666667,0.959469393314307,76.21833333333333,124.50666666666666,173.66,289.1116666666667,441.80333333333334,680.965,959.865,76.21833333333333,NA,NA,NA,NA
2015-08-06,285.22291666666666,3.694444444444444,1,3.5391666666666666,1,1.305,5.668333333333333,1.1398448562397852,273.45972222222224,3.6891666666666665,1,3.3308333333333335,1,1.5516666666666665,6.37,1.395670323598633,248.80145833333333,2.537847222222222,1,2.28,1,1.045,5.404999999999999,1.0909463249201046,196.80409722222223,3.873125,0.8333333333333334,3.293333333333333,1,1.1933333333333334,7.283333333333333,1.9664986609951334,237.1664375,3.175763888888889,1,3.2625,1,0.925,5.99,1.488187058002278,88.66666666666667,177.20666666666665,238.11499999999998,413.14166666666665,587.2466666666667,760.9066666666666,1029.05,88.66666666666667,177.20666666666665,238.11499999999998,NA,NA
2015-08-13,257.178125,3.1195138888888887,0.9166666666666666,3.0266666666666664,1,1.0333333333333334,5.116666666666666,1.1597486899985276,277.3665277777778,3.3058805555555555,1,3.043333333333333,1,1.95,4.748333333333333,0.8020513376365062,175.56909722222224,3.5184027777777778,0.4166666666666667,4.0725,0,0.9216666666666666,5.47,1.4447361124376037,202.65833333333333,3.130486111111111,0.75,3.1733333333333333,1,0.825,4.908333333333333,1.287392552541677,285.22291666666666,3.694444444444444,1,3.5391666666666666,1,1.305,5.668333333333333,1.1398448562397852,74.86833333333334,154.20946666666666,238.65113333333332,384.98946666666666,513.5678,751.6827999999999,1100.8144666666667,77.77113333333334,159.24946666666668,NA,NA,NA
2015-08-20,141.73680555555555,4.918055555555555,0.08333333333333333,5.195833333333334,0,2.065,6.801666666666667,1.515986124325199,209.64774305555557,2.9431249999999998,0.7083333333333334,2.8433333333333333,1,0.5566666666666666,5.148333333333333,1.1486010512793379,202.91680555555556,1.877361111111111,0.625,1.9525,1,0.8950000000000001,2.868333333333333,0.5946339995305898,228.37306944444444,2.0681249999999998,0.7916666666666666,1.715,1,0.6799999999999999,4.095,1.0806105485366573,257.178125,3.1195138888888887,0.9166666666666666,3.0266666666666664,1,1.0333333333333334,5.116666666666666,1.1597486899985276,118.03333333333333,188.66833333333332,233.725,330.1333333333333,450.5883333333333,689.2394666666667,964.1561333333333,NA,NA,NA,NA,NA
2015-08-25,130.4232638888889,2.776944444444444,0.041666666666666664,2.5541666666666663,0,0.8433333333333334,6.988333333333333,1.4316119311521085,149.57472916666666,2.4381944444444446,0.16666666666666666,2.1891666666666665,0,0.5800000000000001,4.688333333333333,1.1199115644720903,134.51819444444445,3.0288194444444443,0.2916666666666667,3.1133333333333333,0,0.8583333333333333,5.451666666666667,1.2690865023800977,158.81872916666666,2.0565972222222224,0.4166666666666667,2.1083333333333334,0,0.595,2.7316666666666665,0.5868285512745458,202.91680555555556,1.877361111111111,0.625,1.9525,1,0.8950000000000001,2.868333333333333,0.5946339995305898,66.64666666666666,125.16333333333333,197.855,315.3066666666667,503.97499999999997,645.4399999999999,920.1044666666667,NA,NA,NA,67.61333333333333,NA
2015-09-03,273.7622777777778,2.6586805555555557,0.9166666666666666,2.5858333333333334,1,1.8450000000000002,4.078333333333333,0.6559114282668651,263.98338194444443,2.181111111111111,0.9166666666666666,2.1108333333333333,1,0.7183333333333334,3.8233333333333333,0.8210366174624434,208.2999375,1.929861111111111,0.625,1.7766666666666666,1,0.9933333333333334,3.5416666666666665,0.7496225969394131,275.83274305555557,4.095625,1,3.626666666666667,1,1.04,7.071666666666667,1.7459585363773082,274.9034722222222,3.8729166666666663,1,4.096666666666666,1,2.5233333333333334,4.955,0.7357908837690782,63.80833333333333,116.155,162.47166666666666,318.50166666666667,442.5283333333333,670.8483333333334,919.5083333333333,NA,NA,NA,NA,NA
2015-09-10,183.91875,2.371111111111111,0.5,2.2666666666666666,0.5,1.1733333333333333,4.951666666666666,0.9262230022621358,223.01768055555556,3.1456944444444446,0.875,3.0108333333333333,1,0.9683333333333334,6.275,1.6635745168485512,203.189375,2.5184027777777778,0.7083333333333334,2.6116666666666664,1,0.9433333333333334,4.086666666666667,0.8277922268378729,249.88680555555555,3.7735416666666666,1,3.4558333333333335,1,1.9316666666666666,5.696666666666666,1.0727793953272253,273.7622777777778,2.6586805555555557,0.9166666666666666,2.5858333333333334,1,1.8450000000000002,4.078333333333333,0.6559114282668651,56.906666666666666,132.40333333333334,192.845,339.16499999999996,453.7933333333333,616.265,896.3216666666666,70.52333333333333,NA,NA,NA,NA
2015-09-17,234.55377361111113,2.255733333333333,0.875,2.466666666666667,1,0.8726,3.493333333333333,0.9482972323940334,259.30027083333334,2.1193055555555556,1,2.1625,1,0.7616666666666667,3.883333333333333,0.8783820651259584,277.8173611111111,4.183958333333333,1,4.14,1,1.4,6.6466666666666665,1.398997554539927,248.2826388888889,4.747083333333333,1,4.955833333333333,1,3.006666666666667,6.51,0.9268750743124138,183.91875,2.371111111111111,0.5,2.2666666666666666,0.5,1.1733333333333333,4.951666666666666,0.9262230022621358,54.1376,105.00093333333334,205.41593333333333,428.3942666666667,565.7876,758.6326,1019.5809333333333,56.195,108.73333333333333,219.09166666666667,NA,NA
2015-09-24,282.67298611111113,3.284375,0.9583333333333334,3.0324999999999998,1,1.3,5.795,1.4170792930623488,272.9637569444444,2.603194444444444,0.9583333333333334,2.515,1,1.1116666666666666,4.673333333333333,1.008792495368475,128.24743055555555,2.1195833333333334,0.25,1.9625,0,1.1833333333333333,3.0866666666666664,0.6118589023828294,169.07899305555554,2.3372916666666668,0.4166666666666667,2.0475000000000003,0,1.285,3.8533333333333335,0.8362916782649853,234.55377361111113,2.255733333333333,0.875,2.466666666666667,1,0.8726,3.493333333333333,0.9482972323940334,78.825,141.30166666666665,192.17166666666665,363.71166666666664,494.8283333333333,700.2442666666667,1060.6159333333333,NA,NA,NA,NA,NA
2015-10-02,148.62625694444444,4.533194444444445,0.375,4.5649999999999995,0,3.5716666666666663,5.415000000000001,0.5916838978235248,304.3215833333333,4.7325,0.9583333333333334,4.491666666666666,1,2.243333333333333,7.523333333333333,1.497000221054008,226.19829166666668,4.8746527777777775,0.5833333333333334,4.678333333333333,1,1.0233333333333334,9.191666666666666,2.5848441575149734,195.69663888888888,2.9752083333333332,0.7083333333333334,3.3491666666666666,1,0.7250000000000001,5.061666666666666,1.4489007421170184,122.63136111111112,2.3705555555555557,0.125,2.265833333333333,0,1.495,3.651666666666667,0.6156887401915937,108.79666666666667,222.37666666666667,339.36833333333334,463.5683333333333,565.6233333333333,763.8183333333333,1062.7683333333334,NA,NA,NA,NA,NA
2016-05-26,224.1198611111111,2.414722222222222,0.7916666666666666,2.3441666666666667,1,1.3483333333333334,4.013333333333334,0.6876850943927166,252.94131944444445,2.9116666666666666,1,2.8841666666666668,1,1.1933333333333336,6.053333333333333,1.3969995452642776,119.90833333333333,1.9500972222222221,0.20833333333333334,1.9741666666666666,0,0.8383333333333334,2.9966666666666666,0.5953650159475031,186.11254166666666,1.921736111111111,0.5,1.9,0.5,0.8083333333333333,3.2816666666666667,0.768110562059593,139.77093055555557,1.9579166666666667,0.3333333333333333,1.5850000000000002,0,0.6616666666666667,4.361666666666666,1.0015192867052096,57.95333333333333,127.83333333333333,174.63566666666665,266.7656666666667,378.9223333333333,576.1756666666666,1054.974,53.66833333333334,NA,NA,NA,NA
2016-06-03,146.48836805555555,2.819375,0.25,2.658333333333333,0,0.895,5.7316666666666665,1.1713180375322105,119.13645833333334,4.1336875,0,4.216749999999999,0,2.235,5.766666666666667,1.0259181540092979,170.78522916666665,2.8545833333333333,0.2916666666666667,2.3899999999999997,0,1.1666666666666667,6.341666666666667,1.5051505172939168,260.2576388888889,4.027222222222222,0.9583333333333334,3.77,1,1.2283333333333335,7.0616666666666665,2.0359405752047124,143.110625,3.4280555555555554,0.2916666666666667,3.4366666666666665,0,1.5400000000000003,5.345,0.9376094675757068,67.66499999999999,166.8735,235.3835,399.17516666666666,536.5485,746.6551666666667,938.6091666666666,NA,NA,NA,79.40016666666666,175.08016666666666
2016-06-09,294.35277777777776,6.203194444444445,1,6.153333333333334,1,3.9883333333333333,8.698333333333334,1.376984813982641,292.24375,5.155625,1,5.235833333333333,1,3.7133333333333334,6.756666666666667,0.8817227335533173,192.04940277777777,2.225625,0.5833333333333334,2.25,1,0.805,4.428333333333333,0.9973046783088965,210.89263888888888,3.6615277777777777,0.7083333333333334,3.4025,1,0.9533333333333334,6.391666666666667,1.9115155681581013,119.13645833333334,4.1336875,0,4.216749999999999,0,2.235,5.766666666666667,1.0259181540092979,148.87666666666667,272.6116666666667,326.02666666666664,494.8,607.02,871.3918333333334,1158.1768333333332,148.87666666666667,272.6116666666667,NA,NA,NA
2016-06-16,137.5457638888889,1.937586111111111,0.125,1.5725,0,0.4783333333333334,4.1,1.071518340848423,246.3695486111111,3.4811111111111113,0.7916666666666666,3.3533333333333335,1,0.8766666666666667,6.826666666666666,1.9867931500118419,301.4819444444444,5.00625,1,5.1175,1,2.4566666666666666,7.28,1.5068273168488593,298.63680555555555,5.753611111111111,1,5.764166666666666,1,4.216666666666667,7.7,0.8052964267545457,294.35277777777776,6.203194444444445,1,6.153333333333334,1,3.9883333333333333,8.698333333333334,1.376984813982641,46.502066666666664,130.04873333333333,250.19873333333334,511.2087333333333,667.9070666666667,993.9337333333333,1274.9270666666666,NA,NA,NA,NA,NA
2016-06-23,252.329375,2.3069444444444445,0.9166666666666666,2.34,1,1.0366666666666666,3.745,0.7795820859046506,256.6154513888889,2.6731249999999998,0.875,1.9183333333333334,1,0.8200000000000001,6.47,1.5654610156197184,251.88278472222223,4.478125,0.9583333333333334,4.615,1,1.4833333333333334,7.221666666666667,1.6478457106510644,244.96458333333334,3.740763888888889,1,3.8208333333333333,1,1.5650000000000002,5.84,1.3730017521448814,137.5457638888889,1.937586111111111,0.125,1.5725,0,0.4783333333333334,4.1,1.071518340848423,55.36666666666667,119.52166666666666,226.99666666666667,381.525,473.4216666666667,723.6204,1141.3287333333333,56.375,NA,NA,NA,NA
2016-06-30,246.36626388888888,2.51375,0.8333333333333334,2.5683333333333334,1,1.08,4.2749999999999995,0.9584246648350881,197.28543055555556,2.599861111111111,0.625,2.2308333333333334,1,1.0033333333333334,4.71,1.111138698329023,191.15625,3.9755555555555553,0.625,3.7891666666666666,1,1.6883333333333335,7.123333333333333,1.2938285943516616,220.02430555555554,4.243819444444444,0.9583333333333334,4.190833333333333,1,2.5416666666666665,6.703333333333333,1.1758442828778348,252.329375,2.3069444444444445,0.9166666666666666,2.34,1,1.0366666666666666,3.745,0.7795820859046506,60.33,122.72666666666666,218.14,365.92,447.23,674.2266666666667,920.6516666666666,68.35833333333333,NA,NA,NA,NA
2016-07-07,129.96666666666667,3.0214583333333334,0.125,3.098333333333333,0,1.2166666666666668,4.796666666666667,1.0415101114238245,241.03166666666667,2.2475,0.875,2.4008333333333334,1,0.6766666666666666,3.9299999999999997,0.9873614377195679,213.43944444444446,1.9084722222222221,0.625,1.3691666666666666,1,0.525,4.598333333333334,1.1634870664447539,247.0848611111111,2.4591666666666665,0.9166666666666666,2.693333333333333,1,0.9316666666666666,3.913333333333333,0.973426390230955,246.36626388888888,2.51375,0.8333333333333334,2.5683333333333334,1,1.08,4.2749999999999995,0.9584246648350881,72.515,126.455,172.25833333333333,333.34999999999997,524.795,742.935,972.025,NA,NA,NA,NA,NA
2016-07-14,223.29097222222222,4.2844444444444445,1,4.27,1,1.1166666666666667,6.178333333333333,1.5259761005930992,218.56847222222223,3.5638194444444444,0.875,3.383333333333333,1,1.3616666666666668,6.135,1.3711099984385042,232.4786736111111,2.243958333333333,0.8333333333333334,2.5008333333333335,1,0.9016666666666667,3.5116666666666667,0.819513201283112,304.97052777777776,3.2284027777777777,1,3.456666666666666,1,1.0366666666666668,6.015,1.1180343645784871,129.96666666666667,3.0214583333333334,0.125,3.098333333333333,0,1.2166666666666668,4.796666666666667,1.0415101114238245,102.82666666666667,188.35833333333332,242.2133333333333,381.0566666666667,576.2466666666667,748.505,1101.0416666666667,102.82666666666667,NA,NA,NA,NA
2016-07-21,250.36340277777776,2.636458333333333,0.9583333333333334,2.375,1,1.155,4.77,1.0444375682333522,280.88680555555555,3.66,1,3.9366666666666665,1,1.4833333333333332,5.775,1.0621285937957108,295.85277777777776,4.039375,1,3.580833333333333,1,1.3466666666666667,6.598333333333333,1.5669212568733457,194.44,3.6427277777777776,0.7916666666666666,4.0441666666666665,1,0.7933333333333333,5.64,1.5887459304931721,223.29097222222222,4.2844444444444445,1,4.27,1,1.1166666666666667,6.178333333333333,1.5259761005930992,63.275,151.115,248.06,382.5238,535.6304666666666,777.8438,1111.8771333333334,63.60333333333333,153.765,250.78379999999999,NA,NA
2016-07-27,253.69584722222223,2.113402777777778,0.875,2.24,1,0.7083333333333334,3.015,0.7934882139593703,280.8265069444444,3.926388888888889,1,4.428333333333333,1,1.4683333333333333,5.423333333333333,1.2828217187110527,192.8868125,1.6471527777777777,0.625,1.2233333333333334,1,0.47000000000000003,3.7,0.9555457857114865,260.9562638888889,3.067986111111111,0.8333333333333334,3.208333333333333,1,1.05,5.346666666666667,1.4552863804331,280.88680555555555,3.66,1,3.9366666666666665,1,1.4833333333333332,5.775,1.0621285937957108,50.721666666666664,144.95499999999998,184.48666666666665,356.895,536.15,808.3604666666666,1111.3321333333333,53.791666666666664,150.80833333333334,NA,NA,NA
2016-08-04,246.86277777777778,1.9427083333333333,0.9166666666666666,2.03,1,1.0116666666666667,2.8049999999999997,0.4494311521326112,229.5952986111111,1.7707638888888888,0.9166666666666666,1.8224999999999998,1,0.525,2.973333333333333,0.7233326619857077,123.45279166666667,1.9871527777777778,0.2916666666666667,1.9083333333333332,0,0.8550000000000001,3.31,0.6307212494317137,99.62287500000001,2.8891666666666667,0.041666666666666664,2.7,0,1.4300000000000002,7.095,1.2793716377345612,259.3604652777778,2.3713194444444445,0.875,2.1991666666666667,1,0.885,4.2,1.0830015076163073,46.625,89.12333333333333,136.815,265.45,377.45666666666665,579.3233333333334,907.2433333333333,45.60166666666667,NA,NA,NA,NA
2016-08-10,227.89859722222224,2.242638888888889,0.875,2.220833333333333,1,0.8350000000000001,3.71,0.8104114057303501,236.45513888888888,2.2180555555555554,0.9583333333333334,2.1908333333333334,1,1.3033333333333335,3.518333333333333,0.605255299403249,268.05460416666665,3.0743055555555556,1,3.0808333333333335,1,1.4516666666666667,4.99,0.9418629289724831,274.9880347222222,3.5033333333333334,0.9583333333333334,3.216666666666667,1,1.83,4.903333333333333,0.9464830654780438,229.5952986111111,1.7707638888888888,0.9166666666666666,1.8224999999999998,1,0.525,2.973333333333333,0.7233326619857077,53.82333333333333,107.05666666666667,180.84,362.2833333333333,484.18333333333334,643.7133333333334,871.9266666666666,NA,NA,NA,NA,NA
2016-08-15,291.96666666666664,2.813611111111111,1,2.7199999999999998,1,1.04,5.095,1.0766412778747767,227.26131944444444,3.580972222222222,0.875,3.5091666666666663,1,1.6533333333333333,5.513333333333333,1.2059240765578487,127.57958333333333,3.627291666666667,0.125,3.8099999999999996,0,1.1300000000000001,5.661666666666667,1.2144122266180541,240.6483263888889,4.035208333333333,0.9583333333333334,4.2425,1,1.1283333333333334,6.27,1.6730875817360609,268.05460416666665,3.0743055555555556,1,3.0808333333333335,1,1.4516666666666667,4.99,0.9418629289724831,67.52666666666666,153.47,240.525,396.8016666666667,503.85833333333335,759.085,971.175,67.52666666666666,NA,NA,NA,NA
2016-08-22,295.58958333333334,4.683194444444444,1,4.480833333333333,1,2.295,7.928333333333334,1.6286891172782916,142.12152777777777,4.8249305555555555,0,4.210833333333333,0,2.175,7.468333333333334,1.577132363675394,147.19948611111113,3.319861111111111,0.125,2.6941666666666664,0,0.9266666666666666,6.4816666666666665,1.89761647575318,237.32920833333333,2.2049305555555554,0.75,2.1333333333333333,1,1.0833333333333335,4.333333333333333,0.8169305221740593,291.96666666666664,2.813611111111111,1,2.7199999999999998,1,1.04,5.095,1.0766412778747767,112.39666666666666,228.195,307.87166666666667,429.385,625.5226,866.0476,1129.3809333333334,112.39666666666666,NA,NA,NA,NA
2016-08-31,254.72222222222223,3.0530555555555554,1,3.3116666666666665,1,1.05,4.4366666666666665,0.9475122099919008,248.90784722222222,2.410347222222222,0.9583333333333334,2.541666666666666,1,0.8333333333333334,3.533333333333333,0.7221878626627947,282.4819444444444,4.480486111111111,1,3.7575000000000003,1,1.5766666666666667,7.793333333333333,2.0726616228167254,155.81972222222223,2.837152777777778,0.4166666666666667,2.3049999999999997,0,1.115,5.683333333333334,1.389390482493021,251.68602777777778,2.6291666666666664,1,2.6166666666666663,1,1.3933333333333333,3.6533333333333333,0.6506826589861713,73.27333333333333,131.12166666666667,238.65333333333334,342.855,498.615,763.6066666666667,1080.595,73.27333333333333,NA,NA,NA,NA
